cuisine,diet,name,cooking time,ingredients,allergens,recipe
Moroccan,Vegan,Garlic Kidney beans Casserole ,1 hr 2 min,"Kidney beans, Olive oil, Coriander, Soy sauce",Soy,"Step 1: Chop the vegetables and prepare the Kidney beans. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Kidney beans and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a casserole."
Chinese,Non-Vegetarian,Zesty Turkey Wrap ,24 min,"Turkey, Garlic, Honey, Lemon, Onion",Honey,"Step 1: Marinate the Turkey with salt, pepper, and spices. Step 2: Heat oil in a pan and roast the Turkey until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a wrap."
Japanese,Non-Vegetarian,Lemony Salmon Sandwich ,1 hr 30 min,"Salmon, Black pepper, Ginger, Milk, Soy sauce, Flour, Herbs, Garlic","Milk, Soy, Gluten, Seafood","Step 1: Marinate the Salmon with salt, pepper, and spices. Step 2: Heat oil in a pan and simmer the Salmon until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a sandwich."
Vietnamese,Vegetarian,Smoky Pumpkin Frittata ,1 hr 39 min,"Pumpkin, Olive oil, Milk, Coriander, Tomato, Lemon",Milk,"Step 1: Chop the vegetables and prepare the Pumpkin. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Pumpkin and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a frittata."
Mediterranean,Vegan,Zesty Mushroom Casserole ,1 hr 56 min,"Mushroom, Vinegar, Herbs",,"Step 1: Chop the vegetables and prepare the Mushroom. Step 2: Heat oil in a pan and stir-fry onion, garlic, and spices. Step 3: Add Mushroom and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a casserole."
Thai,Non-Vegetarian,Simple Beef Pilaf ,9 min,"Beef, Honey, Ginger, Cheese, Flour","Milk, Gluten, Honey","Step 1: Marinate the Beef with salt, pepper, and spices. Step 2: Heat oil in a pan and bake the Beef until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a pilaf."
Vietnamese,Non-Vegetarian,Minty Beef Rice Bowl ,26 min,"Beef, Soy sauce, Ginger, Onion, Honey","Soy, Honey","Step 1: Marinate the Beef with salt, pepper, and spices. Step 2: Heat oil in a pan and blanch the Beef until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a rice bowl."
Peruvian,Vegan,Spicy Rice Pizza ,23 min,"Rice, Garlic, Ginger",,"Step 1: Chop the vegetables and prepare the Rice. Step 2: Heat oil in a pan and blanch onion, garlic, and spices. Step 3: Add Rice and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pizza."
Indian,Vegetarian,Light Tofu Pilaf ,1 hr 46 min,"Tofu, Vinegar, Coriander, Olive oil, Salt, Butter, Soy sauce, Cheese","Milk, Soy","Step 1: Chop the vegetables and prepare the Tofu. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Tofu and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pilaf."
Indian,Vegetarian,Simple Bell pepper Stir-fry ,1 hr 37 min,"Bell pepper, Soy sauce, Milk, Yogurt, Chili, Salt","Milk, Soy","Step 1: Chop the vegetables and prepare the Bell pepper. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Bell pepper and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stir-fry."
Moroccan,Vegetarian,Savory Tomato Pilaf ,1 hr 33 min,"Tomato, Coriander, Lemon, Yogurt, Soy sauce, Ginger","Milk, Soy","Step 1: Chop the vegetables and prepare the Tomato. Step 2: Heat oil in a pan and saute onion, garlic, and spices. Step 3: Add Tomato and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pilaf."
Spanish,Vegetarian,Garlic Corn Pizza ,37 min,"Corn, Black pepper, Salt, Cumin",,"Step 1: Chop the vegetables and prepare the Corn. Step 2: Heat oil in a pan and simmer onion, garlic, and spices. Step 3: Add Corn and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pizza."
Japanese,Non-Vegetarian,Lemony Beef Casserole ,35 min,"Beef, Paprika, Garlic, Olive oil",,"Step 1: Marinate the Beef with salt, pepper, and spices. Step 2: Heat oil in a pan and steam the Beef until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a casserole."
Caribbean,Vegetarian,Honey Broccoli Risotto ,1 hr 9 min,"Broccoli, Flour, Herbs, Onion, Butter","Milk, Gluten","Step 1: Chop the vegetables and prepare the Broccoli. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Broccoli and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a risotto."
Thai,Vegetarian,Honey Eggplant Stew ,1 hr 22 min,"Eggplant, Honey, Vinegar, Soy sauce, Tomato, Sugar, Garlic","Soy, Eggs, Honey","Step 1: Chop the vegetables and prepare the Eggplant. Step 2: Heat oil in a pan and stir-fry onion, garlic, and spices. Step 3: Add Eggplant and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stew."
Mediterranean,Vegetarian,Simple Cauliflower Skewers ,38 min,"Cauliflower, Milk, Onion, Yogurt, Honey, Sugar","Milk, Honey","Step 1: Chop the vegetables and prepare the Cauliflower. Step 2: Heat oil in a pan and steam onion, garlic, and spices. Step 3: Add Cauliflower and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a skewers."
Brazilian,Vegetarian,Tangy Black beans Stir-fry ,22 min,"Black beans, Soy sauce, Butter, Ginger, Honey, Chili, Vinegar, Paprika","Milk, Soy, Honey","Step 1: Chop the vegetables and prepare the Black beans. Step 2: Heat oil in a pan and bake onion, garlic, and spices. Step 3: Add Black beans and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stir-fry."
Japanese,Vegetarian,Simple Quinoa Risotto ,10 min,"Quinoa, Cheese, Sugar, Paprika, Tomato, Nuts, Butter, Yogurt","Milk, Nuts","Step 1: Chop the vegetables and prepare the Quinoa. Step 2: Heat oil in a pan and bake onion, garlic, and spices. Step 3: Add Quinoa and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a risotto."
Ethiopian,Vegetarian,Coconut Quinoa Stew ,48 min,"Quinoa, Tomato, Ginger, Chili, Black pepper, Olive oil, Cumin",,"Step 1: Chop the vegetables and prepare the Quinoa. Step 2: Heat oil in a pan and blanch onion, garlic, and spices. Step 3: Add Quinoa and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stew."
American,Vegetarian,Tangy Tomato Casserole ,14 min,"Tomato, Paprika, Yogurt, Cumin, Lemon, Flour, Cheese, Garlic","Milk, Gluten","Step 1: Chop the vegetables and prepare the Tomato. Step 2: Heat oil in a pan and steam onion, garlic, and spices. Step 3: Add Tomato and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a casserole."
Greek,Vegan,Light Pumpkin Pasta ,1 hr 43 min,"Pumpkin, Cumin, Flour, Black pepper, Onion, Lemon, Nuts","Nuts, Gluten","Step 1: Chop the vegetables and prepare the Pumpkin. Step 2: Heat oil in a pan and pan-fry onion, garlic, and spices. Step 3: Add Pumpkin and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pasta."
French,Vegetarian,Herbed Kidney beans Risotto ,26 min,"Kidney beans, Sugar, Vinegar, Tomato, Flour, Onion",Gluten,"Step 1: Chop the vegetables and prepare the Kidney beans. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Kidney beans and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a risotto."
Brazilian,Vegan,Coconut Broccoli Burger ,59 min,"Broccoli, Chili, Flour, Garlic, Salt",Gluten,"Step 1: Chop the vegetables and prepare the Broccoli. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Broccoli and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a burger."
Italian,Vegetarian,Spicy Spinach Stir-fry ,1 hr 39 min,"Spinach, Black pepper, Olive oil, Chili, Cheese, Honey","Milk, Honey","Step 1: Chop the vegetables and prepare the Spinach. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Spinach and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stir-fry."
Thai,Vegetarian,Honey Potato Stew ,1 hr 15 min,"Potato, Olive oil, Coriander, Lemon",,"Step 1: Chop the vegetables and prepare the Potato. Step 2: Heat oil in a pan and braise onion, garlic, and spices. Step 3: Add Potato and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stew."
Vietnamese,Vegan,Zesty Lentils Wrap ,1 hr 15 min,"Lentils, Cumin, Lemon, Paprika, Coriander",,"Step 1: Chop the vegetables and prepare the Lentils. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Lentils and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a wrap."
Indian,Vegan,Quick Chickpeas Wrap ,1 hr 51 min,"Chickpeas, Cumin, Chili, Lemon, Black pepper, Flour, Tomato",Gluten,"Step 1: Chop the vegetables and prepare the Chickpeas. Step 2: Heat oil in a pan and braise onion, garlic, and spices. Step 3: Add Chickpeas and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a wrap."
Spanish,Vegetarian,Minty Bell pepper Casserole ,1 hr 22 min,"Bell pepper, Cumin, Soy sauce, Black pepper",Soy,"Step 1: Chop the vegetables and prepare the Bell pepper. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Bell pepper and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a casserole."
French,Vegetarian,Quick Paneer Fritters ,58 min,"Paneer, Cheese, Flour, Vinegar","Milk, Gluten","Step 1: Chop the vegetables and prepare the Paneer. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Paneer and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a fritters."
Indian,Non-Vegetarian,Tangy Pork Kebab ,46 min,"Pork, Yogurt, Paprika, Onion, Cheese, Chili, Black pepper",Milk,"Step 1: Marinate the Pork with salt, pepper, and spices. Step 2: Heat oil in a pan and grill the Pork until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a kebab."
Indian,Vegan,Spicy Potato Stew ,55 min,"Potato, Garlic, Coriander, Sugar, Cumin",,"Step 1: Chop the vegetables and prepare the Potato. Step 2: Heat oil in a pan and bake onion, garlic, and spices. Step 3: Add Potato and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a stew."
Greek,Vegan,Easy Tofu Rice Bowl ,1 hr 34 min,"Tofu, Olive oil, Tomato, Salt, Cumin, Ginger",Soy,"Step 1: Chop the vegetables and prepare the Tofu. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Tofu and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a rice bowl."
American,Vegan,Creamy Broccoli Fritters ,1 hr 32 min,"Broccoli, Nuts, Soy sauce, Sugar, Ginger","Soy, Nuts","Step 1: Chop the vegetables and prepare the Broccoli. Step 2: Heat oil in a pan and simmer onion, garlic, and spices. Step 3: Add Broccoli and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a fritters."
Moroccan,Non-Vegetarian,Spicy Beef Sandwich ,1 hr 52 min,"Beef, Garlic, Lemon, Cheese, Coriander",Milk,"Step 1: Marinate the Beef with salt, pepper, and spices. Step 2: Heat oil in a pan and blanch the Beef until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a sandwich."
Spanish,Vegan,Spicy Quinoa Curry ,1 hr 31 min,"Quinoa, Olive oil",,"Step 1: Chop the vegetables and prepare the Quinoa. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Quinoa and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a curry."
Lebanese,Vegan,Savory Bell pepper Sandwich ,21 min,"Bell pepper, Nuts, Tomato, Soy sauce, Olive oil, Sugar","Soy, Nuts","Step 1: Chop the vegetables and prepare the Bell pepper. Step 2: Heat oil in a pan and stir-fry onion, garlic, and spices. Step 3: Add Bell pepper and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a sandwich."
Japanese,Vegetarian,Tangy Tomato Curry ,1 hr 37 min,"Tomato, Black pepper, Nuts, Cheese, Garlic","Milk, Nuts","Step 1: Chop the vegetables and prepare the Tomato. Step 2: Heat oil in a pan and roast onion, garlic, and spices. Step 3: Add Tomato and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a curry."
Thai,Non-Vegetarian,Minty Mutton Kebab ,35 min,"Mutton, Milk, Flour, Honey","Milk, Gluten, Honey","Step 1: Marinate the Mutton with salt, pepper, and spices. Step 2: Heat oil in a pan and saute the Mutton until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a kebab."
Italian,Non-Vegetarian,Garlic Chicken Burger ,49 min,"Chicken, Soy sauce, Garlic, Ginger",Soy,"Step 1: Marinate the Chicken with salt, pepper, and spices. Step 2: Heat oil in a pan and grill the Chicken until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a burger."
Spanish,Vegetarian,Quick Lentils Wrap ,26 min,"Lentils, Vinegar, Honey, Black pepper, Chili, Ginger",Honey,"Step 1: Chop the vegetables and prepare the Lentils. Step 2: Heat oil in a pan and grill onion, garlic, and spices. Step 3: Add Lentils and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a wrap."
Chinese,Vegan,Lemony Bell pepper Pasta ,1 hr 49 min,"Bell pepper, Tomato, Herbs",,"Step 1: Chop the vegetables and prepare the Bell pepper. Step 2: Heat oil in a pan and simmer onion, garlic, and spices. Step 3: Add Bell pepper and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pasta."
Thai,Vegan,Spicy Eggplant Wrap ,1 hr 56 min,"Eggplant, Coriander, Garlic",Eggs,"Step 1: Chop the vegetables and prepare the Eggplant. Step 2: Heat oil in a pan and boil onion, garlic, and spices. Step 3: Add Eggplant and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a wrap."
Chinese,Non-Vegetarian,Quick Fish Burger ,1 hr 59 min,"Fish, Coriander, Milk, Butter, Olive oil, Salt, Nuts","Milk, Nuts, Seafood","Step 1: Marinate the Fish with salt, pepper, and spices. Step 2: Heat oil in a pan and bake the Fish until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a burger."
American,Vegetarian,Hearty Cauliflower Burger ,1 hr 19 min,"Cauliflower, Cumin, Olive oil, Sugar, Onion, Garlic, Herbs, Black pepper",,"Step 1: Chop the vegetables and prepare the Cauliflower. Step 2: Heat oil in a pan and steam onion, garlic, and spices. Step 3: Add Cauliflower and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a burger."
Thai,Vegetarian,Garlic Zucchini Pasta ,52 min,"Zucchini, Honey, Lemon, Olive oil, Butter, Coriander, Salt","Milk, Honey","Step 1: Chop the vegetables and prepare the Zucchini. Step 2: Heat oil in a pan and steam onion, garlic, and spices. Step 3: Add Zucchini and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a pasta."
Vietnamese,Vegetarian,Zesty Tofu Wrap ,1 hr 6 min,"Tofu, Honey, Garlic, Lemon, Black pepper, Olive oil","Soy, Honey","Step 1: Chop the vegetables and prepare the Tofu. Step 2: Heat oil in a pan and steam onion, garlic, and spices. Step 3: Add Tofu and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a wrap."
Spanish,Non-Vegetarian,Savory Pork Sandwich ,51 min,"Pork, Herbs, Sugar, Honey, Tomato",Honey,"Step 1: Marinate the Pork with salt, pepper, and spices. Step 2: Heat oil in a pan and stir-fry the Pork until cooked. Step 3: Add onion, garlic, and vegetables and cook briefly. Step 4: Combine everything and adjust seasoning. Step 5: Serve hot as a sandwich."
Korean,Vegan,Zesty Tofu Curry ,43 min,"Tofu, Chili, Nuts, Vinegar, Garlic, Lemon","Soy, Nuts","Step 1: Chop the vegetables and prepare the Tofu. Step 2: Heat oil in a pan and simmer onion, garlic, and spices. Step 3: Add Tofu and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a curry."
Spanish,Vegan,Savory Tofu Kebab ,1 hr 53 min,"Tofu, Flour, Onion, Lemon","Soy, Gluten","Step 1: Chop the vegetables and prepare the Tofu. Step 2: Heat oil in a pan and roast onion, garlic, and spices. Step 3: Add Tofu and cook until tender. Step 4: Mix in remaining ingredients and let it simmer. Step 5: Serve hot as a kebab."
